date,variable,value
2014-04-26 00:00:00,type2,6
1981-03-07 00:00:00,type1,10
2014-04-26 00:00:00,type3,10
2017-06-10 00:00:00,type2,13
1990-09-29 00:00:00,type2,9
1996-12-28 00:00:00,type2,9
2012-08-18 00:00:00,type3,12
2008-09-13 00:00:00,type2,8
1992-09-05 00:00:00,type3,11
1987-11-07 00:00:00,type3,12
2015-11-14 00:00:00,type1,9
1978-05-06 00:00:00,type1,8
1997-12-27 00:00:00,type3,9
1985-10-05 00:00:00,type3,9
1980-02-23 00:00:00,type3,10
2013-10-26 00:00:00,type2,11
1980-11-15 00:00:00,type1,10
1986-06-21 00:00:00,type1,5
2009-02-14 00:00:00,type1,10
1978-06-17 00:00:00,type3,6
2007-01-27 00:00:00,type2,13
2009-02-21 00:00:00,type3,13
1982-06-26 00:00:00,type1,5
1986-11-01 00:00:00,type2,8
2020-01-04 00:00:00,type2,11
2016-07-23 00:00:00,type1,6
1979-08-04 00:00:00,type2,7
1978-12-09 00:00:00,type2,7
2011-11-19 00:00:00,type3,8
1980-05-17 00:00:00,type3,10
1984-10-13 00:00:00,type1,10
1994-07-30 00:00:00,type2,9
2002-09-28 00:00:00,type2,8
2018-10-13 00:00:00,type2,7
2006-07-22 00:00:00,type3,8
2016-10-22 00:00:00,type2,4
1983-02-19 00:00:00,type3,10
2003-08-02 00:00:00,type3,11
1990-12-15 00:00:00,type3,10
1986-01-04 00:00:00,type1,11
2008-06-07 00:00:00,type1,8
1988-09-24 00:00:00,type2,9
1999-03-27 00:00:00,type2,11
1986-06-07 00:00:00,type1,14
1983-02-05 00:00:00,type2,14
2004-12-18 00:00:00,type1,10
2009-12-12 00:00:00,type1,11
1982-02-20 00:00:00,type2,7
1983-07-02 00:00:00,type2,8
1994-02-26 00:00:00,type1,9
2017-10-14 00:00:00,type1,11
1979-11-24 00:00:00,type1,13
1984-01-21 00:00:00,type1,6
1994-08-06 00:00:00,type1,10
1996-11-09 00:00:00,type2,9
2003-01-04 00:00:00,type2,10
2013-05-04 00:00:00,type1,14
1991-01-12 00:00:00,type1,8
2006-04-29 00:00:00,type2,6
2005-11-26 00:00:00,type3,9
1992-07-11 00:00:00,type1,9
1992-12-26 00:00:00,type3,10
1999-03-13 00:00:00,type1,10
2017-12-30 00:00:00,type2,7
2010-12-18 00:00:00,type1,9
1994-09-24 00:00:00,type3,7
1978-12-30 00:00:00,type1,11
1980-02-02 00:00:00,type1,10
1997-02-01 00:00:00,type1,10
2016-03-12 00:00:00,type1,12
1985-07-13 00:00:00,type2,10
1994-07-23 00:00:00,type2,8
2005-02-12 00:00:00,type3,10
1996-05-18 00:00:00,type2,12
1990-05-19 00:00:00,type1,11
2016-07-23 00:00:00,type2,12
1986-02-22 00:00:00,type3,11
1984-03-31 00:00:00,type2,7
2018-12-29 00:00:00,type3,11
2016-01-23 00:00:00,type1,11
2002-04-06 00:00:00,type2,12
1980-12-20 00:00:00,type1,7
2017-05-13 00:00:00,type2,9
1983-02-26 00:00:00,type2,10
2011-02-19 00:00:00,type2,12
1979-09-01 00:00:00,type2,7
2018-09-22 00:00:00,type2,11
1995-09-16 00:00:00,type1,8
2006-01-07 00:00:00,type3,7
1980-03-08 00:00:00,type2,12
1978-07-15 00:00:00,type3,9
1981-04-11 00:00:00,type1,10
1983-08-20 00:00:00,type1,10
1983-02-12 00:00:00,type1,9
1987-10-03 00:00:00,type1,7
2013-06-22 00:00:00,type2,9
1979-01-20 00:00:00,type3,8
2005-01-01 00:00:00,type1,10
1997-10-25 00:00:00,type2,8
-,type2,10
2014-03-29 00:00:00,type3,13
2014-05-17 00:00:00,type2,12
1984-06-02 00:00:00,type3,9
2016-09-17 00:00:00,type1,5
1990-03-31 00:00:00,type2,8
1983-09-17 00:00:00,type1,6
2005-06-18 00:00:00,type1,12
2018-05-05 00:00:00,type2,10
2010-10-02 00:00:00,type2,7
2009-07-04 00:00:00,type2,7
1996-06-01 00:00:00,type2,9
2008-01-05 00:00:00,type3,9
1997-08-16 00:00:00,type3,11
1986-03-29 00:00:00,type2,6
2002-03-16 00:00:00,type2,7
2006-10-14 00:00:00,type3,5
2009-06-06 00:00:00,type2,15
1981-09-19 00:00:00,type2,12
1983-10-29 00:00:00,type3,11
1980-05-10 00:00:00,type1,9
2009-06-20 00:00:00,type1,8
2010-02-13 00:00:00,type1,NA
1992-03-21 00:00:00,type3,11
1985-09-21 00:00:00,type2,11
2008-01-05 00:00:00,type1,16
2007-11-24 00:00:00,type1,11
1992-09-12 00:00:00,type3,9
1980-10-25 00:00:00,type3,7
1978-03-25 00:00:00,type1,10
1992-03-14 00:00:00,type2,11
1988-03-26 00:00:00,type1,9
1987-03-14 00:00:00,type3,9
1978-05-06 00:00:00,type3,9
2014-04-19 00:00:00,type2,6
1995-09-02 00:00:00,type2,10
2015-04-04 00:00:00,type1,6
1980-04-26 00:00:00,type2,7
1981-10-03 00:00:00,type2,10
1996-12-21 00:00:00,type1,9
1983-08-20 00:00:00,type2,9
1997-04-05 00:00:00,type3,8
1988-01-09 00:00:00,type2,9
1990-07-14 00:00:00,type1,11
2002-10-12 00:00:00,type1,13
2002-02-23 00:00:00,type1,8
1989-04-15 00:00:00,type3,13
1993-05-29 00:00:00,type3,9
1992-07-18 00:00:00,type1,7
2005-12-17 00:00:00,type2,8
1997-04-19 00:00:00,type2,8
 ,type1,8
2015-02-14 00:00:00,type3,7
2010-08-14 00:00:00,type1,11
2002-05-25 00:00:00,type1,12
1985-01-12 00:00:00,type1,10
2005-05-07 00:00:00,type3,9
1991-11-30 00:00:00,type2,8
1993-05-15 00:00:00,type3,12
2008-09-20 00:00:00,type3,7
1986-07-12 00:00:00,type1,10
1989-01-07 00:00:00,type1,11
1980-04-12 00:00:00,type3,11
1991-07-06 00:00:00,type2,10
2008-09-27 00:00:00,type1,9
2003-12-06 00:00:00,type1,6
1998-01-31 00:00:00,type2,10
1985-01-26 00:00:00,type3,8
1996-10-26 00:00:00,type3,6
2010-07-03 00:00:00,type2,NA
1985-08-17 00:00:00,type2,9
1988-02-20 00:00:00,type3,8
2019-02-09 00:00:00,type2,9
2015-09-26 00:00:00,type3,12
2006-03-11 00:00:00,type2,11
1990-03-31 00:00:00,type3,8
1989-01-14 00:00:00,type2,7
1982-10-09 00:00:00,type2,11
2001-08-11 00:00:00,type2,11
1995-07-22 00:00:00,type1,7
1995-02-04 00:00:00,type1,7
2007-03-03 00:00:00,type2,8
2019-08-03 00:00:00,type1,8
1993-08-28 00:00:00,type2,7
2014-11-22 00:00:00,type3,6
1995-10-14 00:00:00,type1,11
2018-08-18 00:00:00,type1,6
2015-07-11 00:00:00,type1,5
2003-07-19 00:00:00,type3,7
2001-07-07 00:00:00,type3,9
2008-07-19 00:00:00,type1,10
1994-10-01 00:00:00,type2,10
1981-10-17 00:00:00,type3,14
1983-04-23 00:00:00,type1,12
1994-07-02 00:00:00,type3,11
1979-08-18 00:00:00,type1,12
2015-12-19 00:00:00,type3,7
2007-01-20 00:00:00,type3,8
2008-10-18 00:00:00,type1,9
2001-04-28 00:00:00,type2,11
1996-11-30 00:00:00,type2,8
2014-04-26 00:00:00,type1,9
1978-09-30 00:00:00,type3,6
1982-07-10 00:00:00,type3,13
1997-11-29 00:00:00,type3,9
1980-05-31 00:00:00,type3,10
2013-01-26 00:00:00,type2,9
1992-11-14 00:00:00,type2,8
2006-09-23 00:00:00,type1,9
2019-10-26 00:00:00,type1,9
2006-11-18 00:00:00,type3,10
2016-01-30 00:00:00,type2,10
1985-09-21 00:00:00,type1,6
2009-06-27 00:00:00,type1,6
2006-11-11 00:00:00,type2,10
2019-02-16 00:00:00,type1,10
1984-10-20 00:00:00,type1,10
2007-12-29 00:00:00,type2,13
2004-01-17 00:00:00,type1,10
2002-11-09 00:00:00,type3,8
2003-05-17 00:00:00,type3,10
1998-02-28 00:00:00,type3,8
2011-09-10 00:00:00,type2,7
2008-08-09 00:00:00,type2,11
1980-02-16 00:00:00,type1,7
2012-06-23 00:00:00,type1,12
1983-11-05 00:00:00,type3,10
1995-04-01 00:00:00,type2,11
1990-01-06 00:00:00,type3,13
1979-08-25 00:00:00,type2,5
1983-01-22 00:00:00,type2,6
2014-03-15 00:00:00,type3,8
1990-12-29 00:00:00,type3,10
1980-02-16 00:00:00,type3,10
2012-04-14 00:00:00,type1,12
2002-01-19 00:00:00,type2,12
2012-07-28 00:00:00,type2,9
2019-02-02 00:00:00,type3,10
1991-10-26 00:00:00,type2,11
2003-02-01 00:00:00,type1,11
-,type1,8
2006-01-21 00:00:00,type1,13
1995-12-23 00:00:00,type3,7
2003-11-01 00:00:00,type1,10
2015-09-19 00:00:00,type3,14
1980-11-01 00:00:00,type2,13
2013-03-09 00:00:00,type2,9
2012-04-21 00:00:00,type2,8
2003-08-30 00:00:00,type2,7
1988-09-17 00:00:00,type2,9
1990-08-18 00:00:00,type3,11
1991-05-25 00:00:00,type1,10
2004-07-03 00:00:00,type3,8
2017-02-11 00:00:00,type3,7
2008-11-29 00:00:00,type2,9
2003-11-22 00:00:00,type1,9
2019-03-02 00:00:00,type3,8
2007-10-20 00:00:00,type3,9
2010-05-01 00:00:00,type1,NA
2003-06-21 00:00:00,type2,10
1985-03-30 00:00:00,type2,7
1981-08-29 00:00:00,type2,8
2006-04-22 00:00:00,type2,11
1980-07-05 00:00:00,type3,9
2001-05-19 00:00:00,type2,8
2004-08-21 00:00:00,type3,6
2019-11-23 00:00:00,type1,10
1981-08-15 00:00:00,type2,13
1995-07-01 00:00:00,type3,7
2000-02-19 00:00:00,type1,6
1984-04-14 00:00:00,type3,9
1992-07-04 00:00:00,type1,8
1999-04-17 00:00:00,type3,9
1982-01-16 00:00:00,type2,10
2006-07-15 00:00:00,type3,9
1988-02-13 00:00:00,type2,11
1987-06-27 00:00:00,type2,10
2000-01-15 00:00:00,type1,9
1981-06-06 00:00:00,type2,10
2001-05-05 00:00:00,type3,13
1978-10-28 00:00:00,type3,9
1987-08-15 00:00:00,type1,8
1984-01-14 00:00:00,type3,11
2006-06-10 00:00:00,type2,5
2013-11-23 00:00:00,type1,10
1985-11-30 00:00:00,type1,10
2012-02-18 00:00:00,type1,7
2014-08-09 00:00:00,type3,11
2018-06-02 00:00:00,type2,8
2008-08-09 00:00:00,type1,15
2013-08-24 00:00:00,type3,8
2001-08-04 00:00:00,type3,10
1991-06-15 00:00:00,type1,4
2013-01-12 00:00:00,type3,11
1989-08-19 00:00:00,type2,10
1997-03-29 00:00:00,type3,10
2013-08-24 00:00:00,type1,11
2001-01-27 00:00:00,type3,10
1987-12-05 00:00:00,type2,14
1983-10-08 00:00:00,type3,14
2007-01-06 00:00:00,type1,7
1995-03-11 00:00:00,type1,8
1992-12-12 00:00:00,type2,10
2018-09-08 00:00:00,type3,10
1994-08-27 00:00:00,type3,10
1984-09-08 00:00:00,type3,13
1989-01-21 00:00:00,type1,7
1997-04-26 00:00:00,type2,14
1979-02-10 00:00:00,type2,8
2005-11-05 00:00:00,type1,12
1998-01-24 00:00:00,type1,7
2004-08-14 00:00:00,type2,14
1998-03-21 00:00:00,type3,7
2006-06-10 00:00:00,type3,8
1994-11-26 00:00:00,type1,12
2002-11-02 00:00:00,type1,10
1989-12-02 00:00:00,type1,10
1985-09-28 00:00:00,type3,14
1999-09-25 00:00:00,type1,11
1989-04-29 00:00:00,type3,7
2015-12-26 00:00:00,type1,8
1988-11-19 00:00:00,type1,10
1982-10-30 00:00:00,type3,10
1984-10-20 00:00:00,type2,9
2010-02-06 00:00:00,type1,NA
1983-06-25 00:00:00,type3,9
1995-03-25 00:00:00,type2,11
1984-01-14 00:00:00,type2,11
1994-10-01 00:00:00,type1,9
1988-01-16 00:00:00,type2,6
2019-08-03 00:00:00,type2,10
2015-02-07 00:00:00,type2,5
2006-08-26 00:00:00,type3,8
1980-03-22 00:00:00,type2,12
1982-04-17 00:00:00,type2,12
1990-04-28 00:00:00,type3,11
1985-11-23 00:00:00,type2,8
1990-01-20 00:00:00,type2,14
1991-03-09 00:00:00,type1,8
1981-05-02 00:00:00,type2,11
2010-05-08 00:00:00,type1,NA
2011-01-01 00:00:00,type1,7
1987-02-28 00:00:00,type2,11
1995-03-18 00:00:00,type2,12
1990-02-24 00:00:00,type1,10
1979-08-11 00:00:00,type1,8
2006-09-30 00:00:00,type3,11
1996-11-02 00:00:00,type2,6
2012-07-21 00:00:00,type1,7
2015-11-21 00:00:00,type1,8
2019-07-06 00:00:00,type3,8
1982-10-16 00:00:00,type2,12
2016-04-09 00:00:00,type3,6
1999-05-15 00:00:00,type2,4
1999-10-30 00:00:00,type1,10
2004-05-15 00:00:00,type2,7
2013-02-02 00:00:00,type1,3
1991-09-14 00:00:00,type1,8
2001-01-06 00:00:00,type3,7
2002-02-09 00:00:00,type2,11
1985-08-24 00:00:00,type2,8
1992-06-06 00:00:00,type2,11
1996-06-22 00:00:00,type2,8
2007-04-21 00:00:00,type3,10
2003-08-16 00:00:00,type3,8
2000-07-01 00:00:00,type2,6
1983-10-15 00:00:00,type2,6
2013-07-06 00:00:00,type1,12
1986-10-04 00:00:00,type1,6
1992-05-16 00:00:00,type2,10
1997-11-01 00:00:00,type1,10
1999-12-18 00:00:00,type1,11
2005-02-26 00:00:00,type1,11
1998-09-12 00:00:00,type1,9
1980-07-26 00:00:00,type1,12
2007-09-15 00:00:00,type2,8
1994-01-08 00:00:00,type1,9
1998-10-31 00:00:00,type3,14
1984-12-22 00:00:00,type1,7
2002-07-13 00:00:00,type1,11
1990-01-20 00:00:00,type3,6
2005-12-03 00:00:00,type2,9
1992-09-26 00:00:00,type1,12
2012-02-25 00:00:00,type3,9
1993-05-22 00:00:00,type3,9
1978-12-02 00:00:00,type1,9
2012-05-12 00:00:00,type2,10
1983-05-14 00:00:00,type1,8
2017-04-08 00:00:00,type3,9
2000-04-01 00:00:00,type3,11
2005-08-20 00:00:00,type2,11
1992-02-08 00:00:00,type2,6
1981-04-11 00:00:00,type2,9
1993-04-24 00:00:00,type3,13
1982-03-27 00:00:00,type2,9
2013-06-08 00:00:00,type3,7
1980-04-12 00:00:00,type1,10
2017-04-29 00:00:00,type1,9
1989-11-04 00:00:00,type3,13
1981-07-25 00:00:00,type2,6
1997-05-24 00:00:00,type2,11
2011-08-13 00:00:00,type3,8
1993-07-10 00:00:00,type3,10
2019-06-08 00:00:00,type2,9
1998-01-17 00:00:00,type2,8
2000-10-07 00:00:00,type1,9
2008-09-13 00:00:00,type1,10
1982-04-10 00:00:00,type3,7
2006-05-27 00:00:00,type1,7
1993-01-23 00:00:00,type1,10
1998-10-03 00:00:00,type1,9
2009-04-18 00:00:00,type2,5
2001-03-03 00:00:00,type2,11
1987-12-19 00:00:00,type2,11
1990-01-27 00:00:00,type2,8
1978-11-18 00:00:00,type2,12
2003-07-26 00:00:00,type3,12
1983-01-22 00:00:00,type1,12
1983-01-01 00:00:00,type2,13
2012-03-03 00:00:00,type3,9
2018-12-22 00:00:00,type3,8
1993-07-24 00:00:00,type1,6
2017-07-29 00:00:00,type1,12
2011-06-25 00:00:00,type2,11
1986-10-11 00:00:00,type3,10
2003-12-13 00:00:00,type2,8
2010-07-24 00:00:00,type2,NA
2014-07-12 00:00:00,type2,7
1997-01-18 00:00:00,type1,7
1996-01-27 00:00:00,type3,7
1993-10-23 00:00:00,type1,12
1986-03-08 00:00:00,type3,3
1984-08-11 00:00:00,type1,10
1985-10-05 00:00:00,type1,10
1981-01-10 00:00:00,type2,11
2014-07-26 00:00:00,type3,8
1998-09-05 00:00:00,type1,9
2013-08-31 00:00:00,type3,7
1983-02-26 00:00:00,type3,4
1994-08-27 00:00:00,type1,7
2007-03-10 00:00:00,type2,11
1995-08-05 00:00:00,type3,8
2019-07-13 00:00:00,type2,10
2010-03-13 00:00:00,type1,NA
2018-10-20 00:00:00,type3,9
2013-11-30 00:00:00,type1,6
1980-08-30 00:00:00,type3,8
2003-01-11 00:00:00,type3,12
2005-04-30 00:00:00,type1,9
2001-09-29 00:00:00,type1,9
1996-10-19 00:00:00,type3,10
2019-06-22 00:00:00,type3,5
1995-12-09 00:00:00,type3,10
1985-04-13 00:00:00,type3,12
1995-08-12 00:00:00,type2,11
1998-02-28 00:00:00,type2,10
2004-03-13 00:00:00,type2,12
1988-06-18 00:00:00,type1,13
1979-03-03 00:00:00,type3,9
1994-05-28 00:00:00,type2,11
2015-01-17 00:00:00,type1,8
1982-09-18 00:00:00,type2,9
2006-07-29 00:00:00,type2,13
2000-06-03 00:00:00,type1,7
1998-06-20 00:00:00,type1,13
2007-08-04 00:00:00,type3,9
1983-04-16 00:00:00,type1,7
2002-09-14 00:00:00,type2,9
1988-04-09 00:00:00,type2,8
1995-03-25 00:00:00,type3,10
2000-09-09 00:00:00,type3,11
2014-09-27 00:00:00,type3,9
1998-08-08 00:00:00,type3,11
2002-09-28 00:00:00,type3,6
1997-01-11 00:00:00,type3,8
1983-05-07 00:00:00,type1,8
1990-05-12 00:00:00,type1,8
1993-03-27 00:00:00,type2,10
2013-01-19 00:00:00,type1,5
2016-12-31 00:00:00,type1,10
1996-01-27 00:00:00,type2,12
1997-11-15 00:00:00,type1,11
1998-09-26 00:00:00,type2,10
1985-02-16 00:00:00,type3,13
1989-04-08 00:00:00,type3,6
1978-11-11 00:00:00,type2,11
2001-05-26 00:00:00,type3,8
2012-05-26 00:00:00,type1,10
1979-09-08 00:00:00,type1,12
2019-03-23 00:00:00,type1,11
2018-07-14 00:00:00,type3,7
2012-06-30 00:00:00,type1,9
2010-05-22 00:00:00,type1,NA
1995-10-21 00:00:00,type2,7
1983-07-02 00:00:00,type3,6
1987-02-14 00:00:00,type3,11
1993-09-25 00:00:00,type2,11
1999-02-13 00:00:00,type2,8
1996-03-16 00:00:00,type1,10
1991-02-16 00:00:00,type1,16
1998-01-31 00:00:00,type1,11
1981-12-26 00:00:00,type1,9
2016-11-19 00:00:00,type2,13
1995-12-16 00:00:00,type2,7
1990-01-13 00:00:00,type2,11
2003-08-16 00:00:00,type1,10
2007-07-28 00:00:00,type1,8
1991-02-09 00:00:00,type1,11
1999-01-23 00:00:00,type3,7
1999-05-08 00:00:00,type2,8
2003-12-20 00:00:00,type1,7
1991-08-17 00:00:00,type3,7
1988-05-14 00:00:00,type3,10
1981-12-12 00:00:00,type2,11
2019-09-14 00:00:00,type1,12
2011-04-02 00:00:00,type1,10
2015-11-21 00:00:00,type2,8
2002-03-30 00:00:00,type1,9
2008-10-11 00:00:00,type2,11
2016-02-27 00:00:00,type3,8
2002-04-20 00:00:00,type3,8
2006-03-04 00:00:00,type3,10
2007-01-20 00:00:00,type1,7
1997-08-02 00:00:00,type1,10
1994-07-23 00:00:00,type1,10
1986-09-27 00:00:00,type3,11
2006-05-13 00:00:00,type2,10
2018-12-22 00:00:00,type1,10
2002-08-24 00:00:00,type3,11
1989-10-28 00:00:00,type3,10
2006-02-11 00:00:00,type1,10
1987-08-15 00:00:00,type3,10
2003-04-05 00:00:00,type1,10
2003-01-25 00:00:00,type1,6
2001-06-23 00:00:00,type3,6
2016-05-21 00:00:00,type1,7
2004-09-04 00:00:00,type3,10
2015-06-13 00:00:00,type1,7
1989-06-17 00:00:00,type3,10
1981-12-05 00:00:00,type3,7
1994-06-18 00:00:00,type3,6
2003-11-08 00:00:00,type2,8
2011-07-16 00:00:00,type2,6
2000-02-19 00:00:00,type2,7
1980-04-05 00:00:00,type3,7
1982-08-28 00:00:00,type1,9
1994-12-10 00:00:00,type2,10
1988-07-16 00:00:00,type2,9
1996-11-23 00:00:00,type2,7
2012-03-31 00:00:00,type1,12
1995-09-16 00:00:00,type3,5
2006-05-06 00:00:00,type2,9
1984-04-21 00:00:00,type2,10
2008-10-04 00:00:00,type2,12
2004-04-24 00:00:00,type3,7
2010-05-29 00:00:00,type1,NA
1995-03-11 00:00:00,type2,6
1993-01-30 00:00:00,type2,10
2003-10-25 00:00:00,type1,10
1989-01-28 00:00:00,type3,9
1994-04-02 00:00:00,type2,8
1984-09-22 00:00:00,type2,12
1985-06-22 00:00:00,type3,12
1983-07-30 00:00:00,type3,9
1992-01-25 00:00:00,type2,8
2019-02-23 00:00:00,type1,10
1978-07-29 00:00:00,type1,7
1999-02-13 00:00:00,type1,9
2010-03-20 00:00:00,type2,NA
2010-08-28 00:00:00,type2,9
1981-03-28 00:00:00,type2,7
2009-06-27 00:00:00,type2,9
2017-07-22 00:00:00,type3,11
1979-08-04 00:00:00,type3,12
1986-03-01 00:00:00,type3,12
1979-06-02 00:00:00,type2,12
2019-06-01 00:00:00,type1,10
1993-09-04 00:00:00,type1,12
1988-05-21 00:00:00,type2,9
2007-03-17 00:00:00,type1,8
2006-10-28 00:00:00,type1,8
1996-04-13 00:00:00,type1,9
1993-04-24 00:00:00,type2,9
2011-11-05 00:00:00,type1,9
2009-05-09 00:00:00,type1,10
2016-10-15 00:00:00,type3,5
2007-11-17 00:00:00,type2,7
2005-09-10 00:00:00,type1,6
2015-06-13 00:00:00,type2,10
2014-01-25 00:00:00,type3,12
1978-09-16 00:00:00,type2,5
1978-09-23 00:00:00,type3,9
2009-01-24 00:00:00,type2,6
1997-12-20 00:00:00,type1,8
1985-07-06 00:00:00,type1,9
2010-09-04 00:00:00,type2,7
2002-03-30 00:00:00,type2,11
2002-05-04 00:00:00,type1,8
1985-09-28 00:00:00,type1,11
2012-04-28 00:00:00,type1,9
2008-06-28 00:00:00,type3,9
2010-09-18 00:00:00,type2,7
1980-12-27 00:00:00,type2,10
2014-03-01 00:00:00,type2,8
1993-10-09 00:00:00,type1,11
1984-06-16 00:00:00,type3,13
1988-07-16 00:00:00,type3,11
2015-09-05 00:00:00,type3,12
1980-03-29 00:00:00,type1,10
1997-08-30 00:00:00,type2,9
2018-05-26 00:00:00,type3,9
1990-12-08 00:00:00,type1,9
1995-05-20 00:00:00,type2,8
1990-10-27 00:00:00,type2,12
2003-11-15 00:00:00,type2,11
2014-10-25 00:00:00,type2,11
2001-10-27 00:00:00,type2,10
2007-05-26 00:00:00,type1,9
2016-08-20 00:00:00,type1,7
2014-01-11 00:00:00,type2,10
1997-05-24 00:00:00,type3,11
1998-12-26 00:00:00,type2,9
2016-05-07 00:00:00,type3,12
2012-09-15 00:00:00,type2,8
1979-10-27 00:00:00,type1,12
2014-05-03 00:00:00,type3,8
2014-11-08 00:00:00,type1,12
2019-11-02 00:00:00,type1,10
1995-12-16 00:00:00,type1,11
2004-07-10 00:00:00,type2,12
2007-10-13 00:00:00,type1,11
2001-10-13 00:00:00,type2,9
2012-04-14 00:00:00,type2,8
2000-06-10 00:00:00,type3,7
1982-12-11 00:00:00,type1,12
2015-08-15 00:00:00,type1,13
2003-12-27 00:00:00,type1,9
2005-10-01 00:00:00,type1,10
1990-12-29 00:00:00,type1,9
1988-10-29 00:00:00,type3,11
2017-12-30 00:00:00,type3,6
1985-04-27 00:00:00,type3,11
1989-07-15 00:00:00,type1,10
2013-09-14 00:00:00,type3,10
1981-09-12 00:00:00,type2,9
1990-08-18 00:00:00,type1,9
1980-05-31 00:00:00,type2,12
2018-06-30 00:00:00,type3,13
1987-07-18 00:00:00,type3,10
2004-12-18 00:00:00,type3,8
1998-04-25 00:00:00,type1,6
1980-10-11 00:00:00,type2,10
2016-01-09 00:00:00,type1,14
1983-07-16 00:00:00,type3,6
2001-08-04 00:00:00,type1,9
1999-06-12 00:00:00,type3,14
1987-08-29 00:00:00,type1,9
2019-01-05 00:00:00,type2,11
1988-12-31 00:00:00,type2,8
1994-04-23 00:00:00,type2,11
2000-04-15 00:00:00,type3,11
1990-06-09 00:00:00,type1,11
1999-02-06 00:00:00,type3,11
2018-05-26 00:00:00,type1,10
1981-01-03 00:00:00,type1,8
1979-12-08 00:00:00,type1,6
2016-12-03 00:00:00,type2,10
1988-11-05 00:00:00,type1,8
1988-10-08 00:00:00,type2,12
1986-06-07 00:00:00,type3,8
2017-05-27 00:00:00,type1,12
2013-03-09 00:00:00,type3,10
2003-08-02 00:00:00,type2,12
1980-12-13 00:00:00,type3,13
1992-04-25 00:00:00,type3,14
1992-05-09 00:00:00,type2,8
2002-06-29 00:00:00,type3,8
2010-06-19 00:00:00,type3,NA
1993-12-04 00:00:00,type1,11
1981-02-14 00:00:00,type2,11
1987-11-21 00:00:00,type2,8
2007-05-26 00:00:00,type3,8
2004-07-24 00:00:00,type2,8
1980-09-13 00:00:00,type3,12
1986-07-26 00:00:00,type2,9
2013-05-25 00:00:00,type2,4
1999-11-20 00:00:00,type1,11
1998-12-26 00:00:00,type1,6
2004-11-06 00:00:00,type2,10
2019-10-19 00:00:00,type2,9
2010-09-18 00:00:00,type1,12
2005-04-09 00:00:00,type2,10
2011-01-01 00:00:00,type3,11
1995-06-17 00:00:00,type1,10
1989-07-08 00:00:00,type3,8
2005-02-19 00:00:00,type1,11
2016-10-29 00:00:00,type1,8
1991-05-11 00:00:00,type3,13
2009-03-14 00:00:00,type3,9
2015-06-27 00:00:00,type1,9
1987-12-26 00:00:00,type1,6
2004-07-17 00:00:00,type2,7
1990-07-07 00:00:00,type2,6
2001-11-10 00:00:00,type1,6
2004-06-05 00:00:00,type1,11
1989-02-04 00:00:00,type3,10
1980-08-02 00:00:00,type1,11
2016-03-12 00:00:00,type2,11
1982-12-11 00:00:00,type2,11
2009-07-11 00:00:00,type3,10
2008-06-14 00:00:00,type3,10
1997-02-15 00:00:00,type1,9
2003-04-26 00:00:00,type3,11
2005-05-14 00:00:00,type3,12
1997-10-11 00:00:00,type3,7
2018-02-17 00:00:00,type2,14
1988-11-19 00:00:00,type2,8
1989-09-30 00:00:00,type1,12
2010-09-25 00:00:00,type2,10
1984-09-22 00:00:00,type1,9
1990-10-13 00:00:00,type2,13
2001-06-02 00:00:00,type1,7
1981-02-14 00:00:00,type3,10
1999-03-27 00:00:00,type1,9
2018-11-17 00:00:00,type3,11
2019-03-30 00:00:00,type3,12
1995-01-07 00:00:00,type1,7
2017-02-18 00:00:00,type1,7
1994-09-10 00:00:00,type2,11
2008-12-13 00:00:00,type1,10
1992-08-08 00:00:00,type1,11
2010-04-17 00:00:00,type2,NA
1994-04-16 00:00:00,type2,10
2019-04-20 00:00:00,type2,6
2016-02-06 00:00:00,type2,10
2011-08-27 00:00:00,type1,9
2007-10-20 00:00:00,type1,9
2018-06-09 00:00:00,type2,7
2017-11-18 00:00:00,type1,10
2009-10-03 00:00:00,type2,12
2007-12-22 00:00:00,type2,11
1999-04-03 00:00:00,type2,10
1992-11-07 00:00:00,type3,10
1983-05-14 00:00:00,type2,10
2001-11-03 00:00:00,type3,11
2004-03-20 00:00:00,type2,8
1995-11-18 00:00:00,type1,13
1978-04-29 00:00:00,type1,10
2015-09-19 00:00:00,type2,12
2002-08-03 00:00:00,type1,8
2008-01-05 00:00:00,type2,6
2014-12-06 00:00:00,type2,8
